date,day_of_week,customer_id,customer_type,location_x,location_y,distance_from_depot,demand,time_window_early,time_window_late,preferred_hour,travel_time
2025-01-01,2,C000,medium,11.948144802903492,2.751521847992457,12.260874222955293,11.406580720338134,8.174259045717177,11.092756829648911,9.799799326544022,0.4168285713073788
2025-01-01,2,C001,small,2.143002268829112,9.763327094232793,9.995749830462287,5.233095239059744,8.0,11.115923195647047,9.006230126728115,0.2831834402066624
2025-01-01,2,C002,small,9.174797407324213,0.10599457829576109,9.175409653855855,2.560894184943977,8.0,11.079852164980688,9.373325305708924,0.27241456754486243
2025-01-01,2,C003,small,1.359096517992312,9.27579013999631,9.374829388659379,4.975544822505935,14.149714967272327,17.510330044447887,15.879523253890564,0.1941630536470594
2025-01-01,2,C004,medium,0.19897441739799793,14.133026335272792,14.134426914887394,14.579344507928976,9.789388657776637,12.27143958982866,10.847150604977191,0.28175019892315345
2025-01-01,2,C005,small,9.149949866739314,12.497923676042465,15.489340811539579,3.806841770510908,13.325677070918164,16.175988819900653,15.04289128254122,0.2971149275999708
2025-01-01,2,C006,large,8.515504917299872,0.46969938683337875,8.528448951043204,16.92999451905775,14.512539699299767,17.967083691012608,16.413270926350354,0.15276334456524782
2025-01-01,2,C007,large,8.55665961608099,7.812513900387355,11.586707782162149,32.83915949676014,12.196041200712928,15.369543532040625,13.317537059112638,0.29641182398008015
2025-01-01,2,C008,small,9.10551371530027,4.1399877303381505,10.002493610438938,3.124323227793483,10.032667979118028,12.060827624548196,11.347905397744306,0.17270741298663425
2025-01-01,2,C009,medium,10.670129291229749,11.852633107968085,15.947933116352734,15.63476103697805,14.419089500698647,18.0,16.319677404350244,0.33800191849653544
2025-01-01,2,C010,medium,1.4311517473561697,5.562273782973995,5.743438426650055,17.85001618652154,9.519457792826604,12.641944644522006,11.197774343920514,0.1347010505927209
2025-01-01,2,C011,medium,14.575681430836557,12.733707363991257,19.354528989489744,12.660894358020364,8.0,10.645022426805069,9.32346871630745,0.49619380530858886
2025-01-01,2,C012,large,6.590047527986552,3.025788035030943,7.251490857338101,45.80116932367274,13.529214616280964,15.807877525092714,14.56412869140902,0.15619553127654826
2025-01-01,2,C013,large,8.097616369525097,3.045918371021541,8.65153221059295,39.73752299604824,14.215022349825983,17.463730446093567,16.04374271212206,0.18728375070862158
2025-01-01,2,C014,small,1.5824138974540591,6.848018557243654,7.0284700969136376,5.962641289999702,10.328970051418494,12.57314596081984,11.594760168042193,0.13762176789455716
2025-01-01,2,C015,medium,13.602426623186311,4.081983740769529,14.201711210240635,12.389085136316778,11.980321416534823,14.94998135925279,13.272715355003536,0.3235725873853751
2025-01-01,2,C016,small,4.041185006977822,3.6618828337166125,5.453490822261531,5.3013228009496345,10.919712535289687,13.049497029507652,12.230689368464326,0.11179415899176212
2025-01-01,2,C017,medium,3.703140942579018,10.444564092596826,11.08161413896766,13.674701930321962,10.306924091066868,13.575626780469594,11.760569984213465,0.2197669127834509
2025-01-01,2,C018,medium,7.964018749757046,6.716747468596375,10.418267188135347,12.712119107354546,11.018215466593704,13.502535343148557,11.957235648491235,0.21187962088184079
2025-01-01,2,C019,small,7.054509516690576,14.751347113422645,16.35140196379994,5.512423732371603,8.893354381773598,11.909751935255034,10.205740351723435,0.3448016433825681
2025-01-01,2,C020,small,12.875382072205797,4.889383578028271,13.772491977792944,5.887511614416269,11.133674611732017,13.32602771391486,11.789327898333834,0.292127862680436
2025-01-02,3,C000,medium,11.948144802903492,2.751521847992457,12.260874222955293,16.861644647885207,8.372574723358277,11.054707425458794,10.100167553167946,0.2412710185881251
2025-01-02,3,C001,small,2.143002268829112,9.763327094232793,9.995749830462287,5.81351721736967,14.01222736836627,17.122628991565193,15.537777601609726,0.17530817304461216
2025-01-02,3,C002,small,9.174797407324213,0.10599457829576109,9.175409653855855,4.6755090421711065,14.410409463736551,18.0,16.177726063626615,0.1797303701502257
2025-01-02,3,C003,small,1.359096517992312,9.27579013999631,9.374829388659379,3.763049289121918,13.297621595274457,17.09184211517961,14.807645430961916,0.19528617221712402
2025-01-02,3,C004,medium,0.19897441739799793,14.133026335272792,14.134426914887394,16.852922536533434,8.910045194392856,11.233302622582082,9.67311971996039,0.44393122866129253
2025-01-02,3,C005,small,9.149949866739314,12.497923676042465,15.489340811539579,5.293072473298682,8.0,10.250034511553835,9.04049267076975,0.4027200115186606
2025-01-02,3,C006,large,8.515504917299872,0.46969938683337875,8.528448951043204,36.296084353925195,8.819224341833742,12.243582784528815,10.79415447568448,0.1931711709987885
2025-01-02,3,C007,large,8.55665961608099,7.812513900387355,11.586707782162149,36.95157347404442,12.505452674183884,16.20389949517224,14.197063192377717,0.2552593718805429
2025-01-02,3,C008,small,9.10551371530027,4.1399877303381505,10.002493610438938,4.132358910020625,10.420513700172828,12.950918435536279,11.941726424475469,0.20296783670262067
2025-01-02,3,C009,medium,10.670129291229749,11.852633107968085,15.947933116352734,14.768694871757688,14.800045118961293,18.0,16.136372441416906,0.32984000008082964
2025-01-02,3,C010,medium,1.4311517473561697,5.562273782973995,5.743438426650055,23.203266477185224,11.967350678014373,14.357836653610462,12.940141550550912,0.13913500857870387
2025-01-02,3,C011,medium,14.575681430836557,12.733707363991257,19.354528989489744,11.787322505816663,14.984604488041173,18.0,16.523668674823313,0.40576663248470163
2025-01-02,3,C012,large,6.590047527986552,3.025788035030943,7.251490857338101,29.255205666710044,15.122628030727464,18.0,16.733238552349356,0.1557669664920865
2025-01-02,3,C013,large,8.097616369525097,3.045918371021541,8.65153221059295,24.919237691589572,14.16166411366467,16.795508123977225,15.809093372134855,0.14681914509486482
2025-01-02,3,C014,small,1.5824138974540591,6.848018557243654,7.0284700969136376,5.710109240363954,12.595353697081187,15.735476037259918,14.568238373399783,0.17024324628583098
2025-01-02,3,C015,medium,13.602426623186311,4.081983740769529,14.201711210240635,15.174626155338,14.47523169866471,17.95676893417312,16.018984575423644,0.25156995602146626
2025-01-02,3,C016,small,4.041185006977822,3.6618828337166125,5.453490822261531,4.040991903573222,9.849486993316614,13.468209304273643,11.348734754115947,0.12414331529558037
2025-01-02,3,C017,medium,3.703140942579018,10.444564092596826,11.08161413896766,16.545143058918143,13.938364378214139,17.23829223976967,15.386361431734201,0.30702125030032384
2025-01-02,3,C018,medium,7.964018749757046,6.716747468596375,10.418267188135347,15.696888474529215,9.922360242013212,12.6735261472931,11.703961254812286,0.21203634360149323
2025-01-02,3,C019,small,7.054509516690576,14.751347113422645,16.35140196379994,4.514636452170897,10.968680762480389,14.053970031895542,12.724784145059681,0.3956466638437089
2025-01-02,3,C020,small,12.875382072205797,4.889383578028271,13.772491977792944,4.585468194610108,8.0,10.981576712064637,9.298785509993715,0.38872247652847597
2025-01-02,3,C021,medium,1.9059076897782719,7.833648900822066,8.062167154264833,16.648729035188,8.662452630349684,10.7658160726869,9.682779719950144,0.1970519336911191
2025-01-03,4,C000,medium,11.948144802903492,2.751521847992457,12.260874222955293,19.09030647285511,15.113472760340327,18.0,16.806816635700276,0.26554027528246177
2025-01-03,4,C001,small,2.143002268829112,9.763327094232793,9.995749830462287,4.338213535231612,10.95866572771828,13.115578490402811,12.511771365645089,0.26034770079934233
2025-01-03,4,C002,small,9.174797407324213,0.10599457829576109,9.175409653855855,4.2281809222432445,8.980160416060274,11.293034501402447,10.386354560566765,0.2139944409510961
2025-01-03,4,C003,small,1.359096517992312,9.27579013999631,9.374829388659379,6.765454240281096,13.456510397459102,16.016378191350988,14.281579013741851,0.23410782799771224
2025-01-03,4,C004,medium,0.19897441739799793,14.133026335272792,14.134426914887394,16.131888796381226,12.221896896948184,15.061097021803764,13.893765969874817,0.3952444055474292
2025-01-03,4,C005,small,9.149949866739314,12.497923676042465,15.489340811539579,6.2669111491866225,8.0,9.777223191566716,9.115147909038047,0.4030098088254179
2025-01-03,4,C006,large,8.515504917299872,0.46969938683337875,8.528448951043204,28.575648232759985,8.264529180871747,11.247760931105411,9.782673285208013,0.2834994242987284
2025-01-03,4,C007,large,8.55665961608099,7.812513900387355,11.586707782162149,28.48459109164104,10.707281427994415,13.938981624098849,12.188037875178988,0.24338250892007596
2025-01-03,4,C008,small,9.10551371530027,4.1399877303381505,10.002493610438938,4.871587853460292,12.860232908322125,15.866505425482302,14.006879325713891,0.22888110529274225
2025-01-03,4,C009,medium,10.670129291229749,11.852633107968085,15.947933116352734,12.055474046856148,8.0,10.733480567951375,9.564549979203438,0.46717699409895413
2025-01-03,4,C010,medium,1.4311517473561697,5.562273782973995,5.743438426650055,16.941488090361133,12.358911715242861,15.135251567655907,13.603793423007032,0.13958064515046456
2025-01-03,4,C011,medium,14.575681430836557,12.733707363991257,19.354528989489744,21.3991001239688,15.606806396235342,18.0,16.5317184702122,0.31152709997801986
2025-01-03,4,C012,large,6.590047527986552,3.025788035030943,7.251490857338101,27.081403403685837,9.23020166711646,12.91995228905537,11.55180504235009,0.14804061093418738
2025-01-03,4,C013,large,8.097616369525097,3.045918371021541,8.65153221059295,26.46381145833473,8.377524302388984,11.770998633117284,9.94531862097325,0.2628239096405838
2025-01-03,4,C014,small,1.5824138974540591,6.848018557243654,7.0284700969136376,5.362013911942471,13.823252414287206,16.387321559429818,15.42784744307879,0.14874089995423942
2025-01-03,4,C015,medium,13.602426623186311,4.081983740769529,14.201711210240635,17.241880815369786,15.38344154488674,18.0,16.924041136005386,0.3013708286868207
2025-01-03,4,C016,small,4.041185006977822,3.6618828337166125,5.453490822261531,4.330797271818787,14.516639880360525,18.0,16.44605860482852,0.12174304544198106
2025-01-04,5,C000,medium,11.948144802903492,2.751521847992457,12.260874222955293,17.909130124191947,15.041628347096417,18.0,16.220423253436532,0.2138879983415161
2025-01-04,5,C001,small,2.143002268829112,9.763327094232793,9.995749830462287,7.386538862683453,11.50815775481227,13.529833057772866,12.113613429873304,0.19758654482701174
2025-01-04,5,C002,small,9.174797407324213,0.10599457829576109,9.175409653855855,6.147647399024895,14.72332647759217,18.0,16.60049573640644,0.14641879283266465
2025-01-04,5,C003,small,1.359096517992312,9.27579013999631,9.374829388659379,5.436313111796485,10.189540084291638,12.84686917503147,11.345686173584516,0.1927189149389495
2025-01-04,5,C004,medium,0.19897441739799793,14.133026335272792,14.134426914887394,22.505645485140136,14.220159344010321,16.4025715501077,15.316945142356431,0.2563136323155454
2025-01-04,5,C005,small,9.149949866739314,12.497923676042465,15.489340811539579,6.598545925651845,10.495454840780795,14.270863206297395,12.532244010987016,0.29458542394576887
2025-01-04,5,C006,large,8.515504917299872,0.46969938683337875,8.528448951043204,43.78796246350831,8.925843734326445,11.09405734655644,9.808981408982323,0.23053895345416137
2025-01-04,5,C007,large,8.55665961608099,7.812513900387355,11.586707782162149,35.32590121617708,8.0,11.539612086938831,9.678701712681535,0.28216273887523524
2025-01-04,5,C008,small,9.10551371530027,4.1399877303381505,10.002493610438938,8.000660639931601,14.84536574050694,18.0,16.57798861907087,0.16192487827076807
2025-01-04,5,C009,medium,10.670129291229749,11.852633107968085,15.947933116352734,16.6980675371155,13.582993086930665,16.699801586402277,15.217175327419493,0.2653279934490564
2025-01-04,5,C010,medium,1.4311517473561697,5.562273782973995,5.743438426650055,18.3209354559024,11.311799776539242,13.424406327902918,12.74928513595301,0.11711268299585263
